STRO,DENUNCIA,TR_SERIE,TR_NRO_DENUNCIA,NRO_STRO,ANIO_STRO,TR_MARCA,TATMP_NU_ANNIO,TR_MODELO,TR_ANIO,TIPO_VEH,COLOR,TR_DANIOS,EMPRESA
13416/2020,M318685,M,318.685,13.416,2.020,CHERY,2.020,N4PQQ 1.1 311 S,2.011,AUTO,AZUL,"PARAGOLPE TRASERO,FAROL TRASERO IZQUIERDO.DEMAS A CORROBORAR.",CARS
12806/2020,M317937,M,317.937,12.806,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.016,AUTO,GRIS,ENVOLVENTE DELANTERO,CARS
12610/2020,M317126,M,317.126,12.610,2.020,PEUGEOT,2.020,N4P208 NEW 1.2,2.019,AUTO,BCO,"CAPOT, PUERTA DELANTERA IZQUIERDA, GUARDABARRO DELANTERO IZQUIERDO, ESPEJO RETROVISOR IZQUIERDO, ?PTICO IZQUIERDO, PARAGOLPE DELANTERO, DEMAS A CORROBORAR",CARS
11537/2020,M317250,M,317.250,11.537,2.020,RENAULT,2.020,N4PSANDERO   ST,2.018,AUTO,ROJO,"AMBAS PUERTAS IZQUIERDAS, ZOCALO PISO MOLDURA IZQ, GUARDABARRO DELANTERO IZQUIERDO,  A CONFIRMAR INTERNOS Y MECANICA",CARS
12310/2020,M317175,M,317.175,12.310,2.020,HYUNDAI,2.020,NHB20 1.6 COMFO,2.016,AUTO,BEIGE,"2 AIRBAGS, AMBOS GUARDABARROS DELANTEROS, CAPOT,?PTICAS,  CARETA, RADIADOR.  A CORROBORAR.  MEC?NICA, CHASIS, TABLERO,  TREN DELANTERO,  DEM?S.",CARS
11778/2020,M317839,M,317.839,11.778,2.020,GEELY,2.020,N4PLC 1.0 (GC2),2.016,AUTO,NEGRO,ENVOLVENTE DELANTERO. GUARDABARRO DELANTERO IZQUIERDO. PUERTA DELANTERA IZQUIERDA. SE?ALERO DELANTERO IZQUIERDO.,CARS
12773/2020,M314490,M,314.490,12.773,2.020,PEUGEOT,2.020,N2PPARTNER 1.6,2.013,AUTO,GRIS,PUERTA DELANTERA IZQUIERDA DEMAS A CORROBORAR,CARS
11948/2020,M317682,M,317.682,11.948,2.020,CHEVROLET,2.020,N4PCELTA 1.4 AD,2.016,AUTO,AZUL,"LATERAL DERECHO,  AMBAS PUERTAS,  Z?CALO,  GUARDABARRO TRASERO,  TAZA.",CARS
11702/2020,M316025,M,316.025,11.702,2.020,FIAT,2.020,N4PPALIO 1.4 AT,2.014,AUTO,AZUL,PARAGOLPE DELANTERO REJILLA DELANTERA OPTICO DELANTERO IZQUIERDO ALMA DE PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQ. CAMINERO DELANTERO IZQ. CAPOT A CONF.TREN DEL,CARS
11796/2020,M316904,M,316.904,11.796,2.020,HYUNDAI,2.020,N4PHB20 1.6 COM,2.017,AUTO,BLANCO,"PARAGOLPE DELANTERO,GUARDABARTO DELANTERO IZQ,C0NF DEMAS",CARS
13339/2020,M317695,M,317.695,13.339,2.020,CHEVROLET,2.020,N4PCELTA 1.4 CO,2.012,AUTO,BCO,"PORT?N TRASERO,  PARAGOLPE,  FAROS, LATERALES, BAUL Y OTROS A CONFIRMAR.",CARS
11992/2020,M314461,M,314.461,11.992,2.020,CHEVROLET,2.020,N4PSAIL LT 1.4,2.015,AUTO,ROJO,AMBAS PUERTAS DERECHAS AMBOS GUARDABARROS DERECHOS RETROVISOR DELANTERO DERECHO  AMBOS PARAGOLPES  DEMAS A CORROBORAR,CARS
12431/2020,M317156,M,317.156,12.431,2.020,RENAULT,2.020,D4PLOGAN 1.5 EX,2.011,AUTO,BORDEUAX,"PUERTA TRASERA DERECHA, ZOCALO DERECHO, LATERAL TRASERO DERECHO, AMBAS RUEDAS DERECHAS, DEMAS A CORROBORAR",CARS
12800/2020,M318620,M,318.620,12.800,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.015,AUTO,GRIS,"PARAGOLPE TRASERO,TAPA BAUL.DEMAS INTERNO A CORROBORAR.",CARS
11981/2020,M316915,M,316.915,11.981,2.020,HYUNDAI,2.020,N4PI 10 1.1 GL,2.012,AUTO,GRIS,"MONTANTE PUERTA  OPTICO Y GUARDABARRO DELANTERO DERECHO,  PARAB,  PARAGOLPE DELANTERO,  CAPOT, ESPEJO DERECHO,  A CONFIRMAR INTERNOS Y MECANICA",CARS
11578/2020,M317677,M,317.677,11.578,2.020,FORD,2.020,N4PFIESTA MAX H,2.010,AUTO,GRIS,"PARAGOLPE DELANTERO CARETA FRENTE, CAPOT,  OPTICAS Y OTROS A CONFIRMAR.",CARS
11510/2020,M317626,M,317.626,11.510,2.020,FIAT,2.020,N4PUNO EVO ATTR,2.016,AUTO,GRIS,"LATERAL TRASERO IZQUIERDO,  GUARDABARRO, PARAGOLPE,  PUERTA RUEDA TRASERA,  TAZA Y OTROS A CONFIRMAR.",CARS
11301/2020,M317214,M,317.214,11.301,2.020,VOLKSWAGEN,2.020,NGOLF A7 1.4 T,2.015,AUTO,BLANCO,"PARAGOLPE TRASERO Y BROCHES , , GUARDABARRO TRASERO IZQUIERDO, FOCO TRASERO IZQUIERDO, AMBAS PUERTAS IZQUIERDAS, ESPEJO IZQUIERDO, ZOCALO IZQUIERDO, VIDRIO PUERTA  DELANTERO IZQUIERDO, LLANTA TRASERA IZQUIERDA, MECANICOS A CONFIRMAR",CARS
11797/2020,M317063,M,317.063,11.797,2.020,FIAT,2.020,D4PSIENA 1.4 FI,2.011,AUTO,NEGRO,"PUERTA TRASERA IZQUIERDA, ZOCALO IZQUIERDO,  CRISTAL DE PUERTA TRASERA IZQUIERDA, CRISTAL DE PUERTA TRASERA DERECHA, DEMAS A CORROBORAR",CARS
11738/2020,M317024,M,317.024,11.738,2.020,RENAULT,2.020,N4PSANDERO 1.6,2.018,AUTO,ROJO,"PARAGOLPE DELANTERO, GUARDABARRO DELANTERO DERECHO, PUERTA DELANTERA DERECHA, RUEDA DELANTERA DERECHA, DEMAS A  CORROBORAR",CARS
12011/2020,M317077,M,317.077,12.011,2.020,FIAT,2.020,N4PUNO EVO ATTR,2.016,AUTO,ROJO,"ENVOLVENTE DELANTERO, GUARDABARRO DELANTERO DERECHO,  ?PTICO DERECHO OTROS A CORROBORAR",CARS
11441/2020,M314068,M,314.068,11.441,2.020,VOLKSWAGEN,2.020,NGOL VI 1.6 GP,2.013,AUTO,GRIS,"AMBAS PUERTAS DERECHAS,  PARAGOLPE TRASERO GUARD.TRAS.DER.",CARS
10731/2020,M315397,M,315.397,10.731,2.020,NISSAN,2.020,N4PMARCH 1.6 AD,2.015,AUTO,BLANCO,"CARETA,CAPOT, ENVOLVENTE DELANTERO,GUARD.DEL.DER. OTROS A CORROBORAR",CARS
11697/2020,M313291,M,313.291,11.697,2.020,VOLKSWAGEN,2.020,N4PGOL VI 1.6 G,2.016,AUTO,BLANCO,"PARAGOLPE DELANTERO, OPTICO  IZQUIERDO, CAPOT, GUARDABARRO DELANTERO IZQUIERDO, PLASTICOS LADO IZQUIERDO DE PARAGOLPE DELANTERO,  A CORROBORAR CAMINERO IZQUIERDO Y DEMAS",CARS
10604/2020,M316836,M,316.836,10.604,2.020,VOLKSWAGEN,2.020,N4PBORA A4 2.0,2.014,AUTO,GRIS,"2 AIRBAGS,PARABRISAS,PARAGOLPE DELANTERO, CARETAS,CAPO,PERDIDA DE LIQUIDOS,CONF DEMAS",CARS
10961/2020,M317010,M,317.010,10.961,2.020,RENAULT,2.020,N4PKWID 1.0 ICO,2.020,AUTO,GRIS,"AMBAS PUERTAS IZQUIERDAS, PASARUEDA TRASERO IZQUIERDO, DEMAS A CORROBORAR",CARS
9483/2020,M314990,M,314.990,9.483,2.020,CHERY,2.020,N4PA113 1.3 FAC,2.011,AUTO,GRIS,GUARDABARRO DELANTERO IZQUIERDO. PUERTA DELANTERA IZQUIERDA.,CARS
13330/2020,M312887,M,312.887,13.330,2.020,CHERY,2.020,N4PFULWIN II 1.,2.011,AUTO,GRIS,"AMBOS PARAGOLPES, AMBOS OPTICOS Y SE?ALEROS DELANTEROS, ESPOLON, PARABRISAS, AMBOS GUARDABARROS DELANTEROS Y TRASEROS, CARETA, TECHO, AMBAS PUERTAS DELANTERAS Y TRASERAS,  TAPA BAUL, AMBOS AIRBAGS DELANTEROS. ACORROB: MECANICOS, ELECTRICOS, MONTANTES, PISOS, CHASIS, ZOCALOS, TABLERO, INTERIORES,",CARS
9603/2020,M313490,M,313.490,9.603,2.020,PEUGEOT,2.020,N4P301 ACTIVE 1,2.015,AUTO,GRIS,"PORTON TRASERO,FAROL TRASERO DERECHO,PARAGOLPE TRASERO,CONF DEMAS",CARS
9943/2020,M315136,M,315.136,9.943,2.020,PEUGEOT,2.020,N208,2.019,AUTO,GRIS,PORT?N TRASERO PANEL TRASERO PARAGOLPE TRASERO A CONFIRMAR CIERRE PISO DE BA?L,CARS
9782/2020,M313630,M,313.630,9.782,2.020,CHEVROLET,2.020,N4PSPARK 1.0 LS,2.012,AUTO,GRIS,"PARAGOLPE DELANTERO, AMBOS GUARDABARROS DELANTEROS, CARETA, ?PTICOS, CAPOT, DEMAS A CORROBORAR",CARS
9547/2020,M312810,M,312.810,9.547,2.020,FIAT,2.020,N4PUNO EVO WAY,2.017,AUTO,GRIS,PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO DEFENDER DELANTERO IZQUIERDO,CARS
9883/2020,M313482,M,313.482,9.883,2.020,LIFAN,2.020,N4P320 1.3 LF71,2.011,AUTO,DORADO,"EJES,TECHO PARANTES PARABR.LUNETA AMBOS CRISTALES LAT.TRASEROS,CRISTALES DE PTAS.4 PTAS.4 GUARDS.AMB.PARAG.PORTON TRAS.ESPEJO IZQ.CAPOT MOTOR,FAROL TRAS.IZQ.OTROS DA?OS A CONF.POR VUELCO",CARS
9229/2020,M310871,M,310.871,9.229,2.020,CHANA CHANGAN,2.020,N4PMINI BENNI 1,2.015,AUTO,BLANCO,"DA?OS ENVOLVENTE DELANTERO,ALMA DE PGOLPES DELANTERO,CAMINERO,OPTICO Y SE?ALERO DELANTERO  IZQ. ESPOLON,BUCHE Y GUARDABARRO DELANTERO  IZQ. PUERTA Y PARANTE DELANTERO  IZQ. ALETA DE PUERTA DELANTERA IZQ. RETROVISOR IZQ.  CARROC,ELEC,MEC,SIST DE AIRE ACONDICIONADO A CONF",CARS
9758/2020,M312494,M,312.494,9.758,2.020,PEUGEOT,2.020,N301 ALLURE 1.6,2.014,AUTO,GRIS,PUERTA TRASERA IZQUIERDA,CARS
8598/2020,M310671,M,310.671,8.598,2.020,HYUNDAI,2.020,N4PI10 1.1 FULL,2.017,AUTO,BCO,ENVOLVENTE TRASERO.,CARS
8786/2020,M313399,M,313.399,8.786,2.020,JAC,2.020,N4PJ3 CROSS 1.3,2.014,AUTO,BLANCO,"AMBOS GUARDABARRO DERECHOS,AMBAS PUERTAS DERECHAS,CONF DEMAS",CARS
8880/2020,M299494,M,299.494,8.880,2.020,GEELY,2.020,N4PGC 515 GL,2.017,AUTO,ROJO,"PUERTA TRASERA DERECHA,  LATERAL TRASERO,  GUARDABARRO.",CARS
12291/2020,M303283,M,303.283,12.291,2.020,CHEVROLET,2.020,N4PONIX 1.0 LT,2.016,AUTO,ROJO,GUARDABARRO TRASERO IZQUIERDO PARAGOLPE TRASERO DEMAS A CORROBORAR,CARS
9164/2020,M310680,M,310.680,9.164,2.020,CHEVROLET,2.020,N4PONIX NUEVO 1,2.018,AUTO,GRIS,ENVOLVENTE DELANTERO. GUARDABARRO DELANTERO IZQUIERDO. A/CORROBORAR TREN DELANTERO,CARS
8407/2020,M311814,M,311.814,8.407,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.016,AUTO,GRIS,PARAGOLOE TRASERO A CORROBORAR FAROL TRASERO DERECHO Y OTROS,CARS
8075/2020,M312753,M,312.753,8.075,2.020,CHEVROLET,2.020,N4PONIX 1.4 LT,2.019,AUTO,BCO,GUARBARRO TRASERO IZQUIERDO PARAGOLPE TRASERO LADO IZQUIERDO PUERTA IZQUIERDA TRASERA IZQUIERDA LLANTA TRASERA IZQUIERDA,CARS
8398/2020,M311075,M,311.075,8.398,2.020,PEUGEOT,2.020,N4P207 COMPACT,2.010,AUTO,ROJO,"PARAGOLPES DELANTERO,ESPOLON,FAROLES DELANTEROS,GUARDABARROS DELANTEROS,CAMINEROS,RUEDA TRASERA IZQUIERDA.PUERTA IZQUIERDA DELANTERA,MONTANTE IZQUIERDO,DEMAS A CORROBORAR.",CARS
11752/2020,M313152,M,313.152,11.752,2.020,CHEVROLET,2.020,N4PONIX 1.4 LTZ,2.014,AUTO,GRIS,"CAPOT, GUARDABARRO DELANTERO DERECHO, OPTICO DERECHO, PARAGOLPE DELANTERO,  A CORROBORAR PERDIDA DE LIQUIDO Y DEM?S",CARS
10211/2020,M312987,M,312.987,10.211,2.020,JAC,2.020,N4PJ2 1.0 LUXUR,2.014,AUTO,BLANCO,GUARDABARRO DELANTERO DERECHO.  PARAGOLPE DELANTERO,CARS
7947/2020,M310632,M,310.632,7.947,2.020,BYD,2.020,NF0 1.0 GLX I F,2.015,AUTO,GRIS,"*PARAGOLPE TRASERO, VIDRIO PUERTA BAUL TRASERO, PUERTA BAUL TRASERO, DEMAS DA?OS A CORROBORAR",CARS
13821/2020,M312736,M,312.736,13.821,2.020,SUZUKI,2.020,N4PSWIFT NEW 1.,2.018,AUTO,BCO,"ROTO: ENVOLVENTE DELANTERO, OPTICO DELANTERO DERECHO RAYADO",CARS
10079/2020,M275293,M,275.293,10.079,2.020,NISSAN,2.020,N4PVERSA 1.6 SE,2.019,AUTO,BLANCO,"GUARDABARRO DELANTERO IZQUIERDO, PARAGOLPE DELANTERO, PUERTA DELANTERA IZQUIERDA, DEMAS DA?OS A CONFIRMAR",CARS
8446/2020,M312246,M,312.246,8.446,2.020,CHEVROLET,2.020,N4PSPARK 1.0 LS,2.012,AUTO,GRIS,"GUARDABARRO TRASERO DERECHO, PUERTA, PARAGOLPE, Z?CALO Y OTROS A CONFIRMAR.",CARS
8335/2020,M311819,M,311.819,8.335,2.020,FIAT,2.020,N4PMOBI EASY 1.,2.019,AUTO,GRIS,GUARDABARRO DELANTERO DERECHO CAPOT OPTICA DELANTERA DERECHA CARETA PARAGOLPE DELANTERO CAMINERO DELANTERO DERECHO RADIADOR MECANICA Y DEMAS A CORROBORAR,CARS
8275/2020,M314128,M,314.128,8.275,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.016,AUTO,BLANCO,P.GOLPE Y PANEL TRASERO TAPA Y PISO BAUL FAROL TRASERO IZQUIERDO CONF. INT BAUL,CARS
8927/2020,M312404,M,312.404,8.927,2.020,HYUNDAI,2.020,N4PACCENT,2.010,AUTO,BEIGE,PARAG DELANTERO Y CARETA.,CARS
16434/2020,M311856,M,311.856,16.434,2.020,CHEVROLET,2.020,N4PPRISMA JOY L,2.018,AUTO,GRIS,PARAGOLPE TRASERO,CARS
8638/2020,M312983,M,312.983,8.638,2.020,FIAT,2.020,N2PFIORINO NUEV,2.018,AUTO,BLANCA,"RUEDA TRASERA DERECHA,  CUBIERTA TRASERA DERECHA,  MOLDURAS PLASTICAS,  LATERAL DERECHO DE CAJA",CARS
8865/2020,M312142,M,312.142,8.865,2.020,TOYOTA,2.020,N4PYARIS 1.5 16,2.014,AUTO,GRIS,PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO,CARS
7112/2020,M275275,M,275.275,7.112,2.020,NISSAN,2.020,N4PMARCH 1.6 AD,2.015,AUTO,GRIS,"AMBAS PUERTAS IZQUIERDAS ,GUARDABARRO DELANTERO IZQUIERDO ,PARAGOLPE DELANTERO,",CARS
8619/2020,M311079,M,311.079,8.619,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.013,AUTO,BLANCO,"PARAGOLPE DELANTERO,CARETA,DEMAS INTERNO A CORROBORAR.",CARS
7507/2020,M312932,M,312.932,7.507,2.020,CHERY,2.020,N4PFULWIN2 1.5,2.014,AUTO,BLANCO,"GUARDABARRO DELANTERO Y TRASERO DERECHO, PUERTA DELANTERA Y TRASERA DERECHA,  Z?CALO DERECHO,  OTROS A CORROBORAR",CARS
8542/2020,M311292,M,311.292,8.542,2.020,FIAT,2.020,N4PMOBI EASY 1.,2.019,AUTO,ROJO,"PUERTAS DERECHAS ,ZOCALO DERECHO, GUARDABARRO DELANTERO DERECHO",CARS
7469/2020,M312121,M,312.121,7.469,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.016,AUTO,GRIS,"PARAGOLPE TRASERO, DEMAS A CONFIRMAR.",CARS
7975/2020,M275268,M,275.268,7.975,2.020,CHEVROLET,2.020,N4PCELTA,2.016,AUTO,GRIS,"PUERTA DELANTERA IZQUIERDA, LEVANTA CRISTALES ELECTRICOS, DEMAS DA?OS A CONFIRMAR",CARS
6800/2020,M310260,M,310.260,6.800,2.020,TOYOTA,2.020,N4PPRIUS NUEVO,2.018,AUTO,GRIS,FRENTE PARAGOLPE DELANTERO OPTICOS CAMINEROS FRENTE CARETA TREN DELANTERO RUEDA DELANTERA Y CUBIERTA DELANTERA IZQUIERDA  Y LLANTA DEMAS DA?OS MEC ELECT A CORROB POR POSICION FINAL,CARS
8551/2020,M310606,M,310.606,8.551,2.020,CHEVROLET,2.020,N4PPRISMA 1.4 L,2.015,AUTO,GRIS,PARAGOLPE DELANTERO AMBOS GUARDABARROS DERECHOS AMBAS PUERTAS DERECHAS RETROVISOR DERECHO,CARS
7169/2020,M310289,M,310.289,7.169,2.020,HYUNDAI,2.020,D4PACCENT 1.5 C,2.010,AUTO,NEGRO,PARAGOLPE TRASERO ALMA PARAGOLPE  TRASERO TAPA DE BAUL CORROB INTERIORES BAUL PISO BAUL MEC ELECTR Y DEMAS DA?OS,CARS
9955/2020,M311772,M,311.772,9.955,2.020,VOLKSWAGEN,2.020,NUP NUEVO HIGH,2.019,AUTO,GRIS,PARAGOLPE TRASERO A CORROBORAR OTROS,CARS
7194/2020,M311439,M,311.439,7.194,2.020,FIAT,2.020,N4PUNO EVO WAY,2.016,AUTO,ROJO,"PARAGOLPE TRASERO, PUERTA DE BAUL, DEMAS A CONFIRMAR.",CARS
9690/2020,M303236,M,303.236,9.690,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.018,AUTO,NEGRO,"PARAGOLPE, GUARDABARROS DELANTERO DERECHO, CAPOT, CARETA, OPTICO DELANTERO DERECHO, DEMAS A CORROBORAR CON MECANICO.",CARS
7039/2020,M311384,M,311.384,7.039,2.020,NISSAN,2.020,N4PTIIDA 1.8 EX,2.012,AUTO,NEGRO,"LLANTA TRASERA DERECHA,CONF DEMAS",CARS
7443/2020,M311956,M,311.956,7.443,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.016,AUTO,BLANCO,"PARAGOLPE DELANTERO, ESPOLON, OPTICA DELANTERA DERECHA, GUARDABARRO  DELANTERO DERECHO Y DEMAS A VERIFICAR",CARS
7983/2020,M310025,M,310.025,7.983,2.020,GEELY,2.020,N4PGC 515 GL,2.017,AUTO,BLANCO,CAPOT P.GOLPE DELANTERO FRENTE CARETA GUARDABARRO DELANTERO IZQUIERDO CONF. SOPORTES S/OPTICOS Y RADIADORES,CARS
7271/2020,M311004,M,311.004,7.271,2.020,CHEVROLET,2.020,N4PONIX 1.4 LTZ,2.013,AUTO,ROJO,PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO LLANTA DELANTERA IZQUIERDA,CARS
6509/2020,M310986,M,310.986,6.509,2.020,VOLKSWAGEN,2.020,N4PUP MOVE 1.0,2.016,AUTO,CELESTE,"LATERAL DERECHO,GUARDABARROS DERECHOS.PUERTAS DERECHAS.ZOCALO DERECHO.ESPEJO DERECHO.PARAGOLPE DELANTERO,DEMAS A CORROBORAR",CARS
6766/2020,M275257,M,275.257,6.766,2.020,CHEVROLET,2.020,N4PPRISMA 1.4 L,2.015,AUTO,GRIS,"OPTICA TRASERA IZQUIE4DA,PARA GOLPE TRASERO,GUARDA BARRO TRASERO IZQUIERDO.",CARS
6625/2020,M310253,M,310.253,6.625,2.020,BYD,2.020,N4PF3 NEW 1.5 G,2.014,AUTO,GRIS,"PARAGOLPE DELANTERO, ESPOLON, FRENTE, CARETA, PARABRISAS. ACORROB: MECANICOS, ELECTRICOS, PISOS,CHASIS, AMBOS  Y SE?ALEROS DELANTEROS, AMBOS GUARDABARROS DELANTEROS, AMBOS CAMINEROS DELANTEROS, INTERIORES, CIERRES, MONTANTES, AMBAS PUERTAS DELANTERAS, Y DEMAS",CARS
6626/2020,M311332,M,311.332,6.626,2.020,CHEVROLET,2.020,N4PCORSA 1.4 LS,2.011,AUTO,GRIS,"PARAGOLPE TRASERO,TAPA VALIJA,INTERIOR BAUL Y PISO BAUL,CONF DEMAS",CARS
6196/2020,M310379,M,310.379,6.196,2.020,VOLKSWAGEN,2.020,N4PGOL VI 1.6 G,2.015,AUTO,BLANCO,PARAGOLPE DELANTERO.  INSIGNIA   CARETA,CARS
6288/2020,M311330,M,311.330,6.288,2.020,CHEVROLET,2.020,N4PONIX 1.0 LT,2.019,AUTO,BCO,"CAPOT, PARAGOLPE DELANTERO, GUARDABARRO DELANTERO IZQUIERDO.  A CORROBORAR PUERTA DELANTERA IZQUIERDA,  ?PTICO IZQUIERDO, RUEDA DELANTERA IZQUIERDA",CARS
6543/2020,M309422,M,309.422,6.543,2.020,PEUGEOT,2.020,N208 NEW 1.0 AC,2.016,AUTO,AZUL,PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO  ?PTICO DELANTERO IZQUIERDO.,CARS
7095/2020,M309076,M,309.076,7.095,2.020,MITSUBISHI,2.020,NMIRAGE 1.2 EXT,2.014,AUTO,REGL,"AMBAS PUERTAS IZQUIERDAS, AMBOS GUARDABARROS IZQUIERDOS, AMBOS PARAGOLPES,  ZOCALO IZQUIERDO, DEMAS A CONFIRMAR.",CARS
7256/2020,M309956,M,309.956,7.256,2.020,FAW,2.020,DN5 1.0 4 PTAS.,2.012,AUTO,GRIS,PARAGOLPES DELANTERO GUARDABARROS DELANTERO DERECHO  PUERTA DELANTERA DERECHA,CARS
6728/2020,M310947,M,310.947,6.728,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.017,AUTO,BLANCO,"AMBOS PARAGOLPES AMBOS FAROLES TRASEROS PUERTA BAUL,AMBOS OPTICA DELANTERA CARETA CAPO,",CARS
6579/2020,M309667,M,309.667,6.579,2.020,CHEVROLET,2.020,N4P,2.019,AUTO,NEGRO,PARAGOLPE TRASERO GUARDABARRO TRASERO IZQUIERDO FAROL TRASERO IZQUIERDO,CARS
5507/2020,M275205,M,275.205,5.507,2.020,CHEVROLET,2.020,N4PPRISMA 1.4 L,2.016,AUTO,BLANCO,"CAPOT, OPTICO DELANTERO DERECHO, GUARDABARRO DELANTERO DERECHO, PARAGOLPE DELANTERO, PUERTA DELANTERA DERECHA, ZOCALO DERECHO, PUERTA TRASERA DERECHA, DEMAS DA?OS A CONFIRMAR",CARS
6239/2020,M309370,M,309.370,6.239,2.020,PEUGEOT,2.020,N208 1.2 NEW AC,2.017,AUTO,BCO,"FOCO TRASERO IZQUIERDO,PARAGOLPE TRASERO,GUARDABARRO TRASERO IZQUIERDO,DEMAS A CONFIRMAR.",CARS
7212/2020,M309023,M,309.023,7.212,2.020,VOLKSWAGEN,2.020,N4PBORA A4 2.0,2.014,AUTO,GRIS,"PARAGOLPE TRASERO,  PORTON DE BAUL,  LUZ MATR. TRASERO,  RADIO Y CAMARA TRASERA,  A CONFIRMAR INTERNOS Y MECANICA",CARS
6814/2020,M309795,M,309.795,6.814,2.020,HYUNDAI,2.020,N4PACCENT NEW I,2.015,AUTO,GRIS,"LATERAL TRASERO IZQUIERDO, FAROL TRASERO IZQUIERDO, PARAGOLPE TRASERO, BAUL, DEMAS A CORROBORAR",CARS
6229/2020,M310134,M,310.134,6.229,2.020,BYD,2.020,N4PF0 1.0 GL /,2.013,AUTO,NEGRO,"PARAGOLPE DELANTERO, GUARDABARRO DELANTERO IZQUIERDO.  ACORROB: BUCHE DELANTERO IZQUIERDO,  INTERIORES Y DEMAS.",CARS
5234/2020,M309785,M,309.785,5.234,2.020,VOLKSWAGEN,2.020,NUP NUEVO MOVE,2.019,AUTO,BCO,"PANEL Y PARAGOLPE TRASERO, LATERAL TRASERO DER, FAROLES TRAS. TAPA DE BAUL, GUARDABARRO DEL.DER. PARAGOLPE DEL. OPTICO DEL.DER,  CAPOT MOVIDO. A CORROB. MEC,DEMAS INT.",CARS
6156/2020,M308694,M,308.694,6.156,2.020,FAW,2.020,N4PN5 1.0 FULL,2.013,AUTO,,"PUERTAS DERECHAS, GUARDABARRO TRASERO DERECHO,PARAGOLPE TRASERO",CARS
6183/2020,M310311,M,310.311,6.183,2.020,CHEVROLET,2.020,N4PONIX 1.0 JOY,2.019,AUTO,BORDO,"GUARDABARRO DELANTERO IZQUIERDO, ENVOLVENTE DELANTERO IZQUIERDO PUERTA DELANTERA, CAPOT, OTROS A CORROBORAR",CARS
5853/2020,M310149,M,310.149,5.853,2.020,SUZUKI,2.020,N4PBALENO 1.4 G,2.018,AUTO,BLANCO,"GUARDABARRO TRASERO DERECHO, PARAGOLPE TRASERO, DEMAS A CONFIRMAR.",CARS
5896/2020,M308495,M,308.495,5.896,2.020,VOLKSWAGEN,2.020,N4PPOLO VI 1.6,2.018,AUTO,ROJO,PARAGOLPE TRASERO TAPA DE BAUL DEMAS A CORROBORAR,CARS
8086/2020,M275198,M,275.198,8.086,2.020,NISSAN,2.020,N4PVERSA 1.6 AD,2.013,AUTO,GRIS,AMBAS PUERTAS IZQUIERDAS.,CARS
5190/2020,M303167,M,303.167,5.190,2.020,HAIMA,2.020,N4P1 COMFORT,2.012,AUTO,CELESTE,GUARDABARRO DELANTERO IZQUIERDO Y PARAGOLPE DELANTERO.,CARS
6059/2020,M275169,M,275.169,6.059,2.020,GEELY,2.020,N4PCK 1.3 GS 1,2.010,AUTO,GRIS,"ESPEJO DERECHO,PARAGOLPE DELANTERO, DEMAS A CONFIRMAR",CARS
5761/2020,M309228,M,309.228,5.761,2.020,CHEVROLET,2.020,N4PCELTA 1.4 AD,2.015,AUTO,NEGRO,"ENVOLVENTE TRASERO ZOCALO TRASERO, TAPA BAUL,  MEC?NICA Y OTROS A CORROBORAR",CARS
5571/2020,M310109,M,310.109,5.571,2.020,RENAULT,2.020,N4PKWID,2.019,AUTO,ROJO,PARAGOLPE TRASERO TAPA DE BAUL BOMBE TRASERO IZQUIERDO PLASTICOS DEFENDER TRASERO IZQUIERDO GUARDABARRO TRASERO IZQUIERDO CA?O DE ESCAPE,CARS
6009/2020,M303171,M,303.171,6.009,2.020,BMW,2.020,N4P528I FULL 4,2.012,AUTO,AZUL,GUARDABARROS DELANTERO IZQUIERDO Y PARAGOLPE DELANTERO.,CARS
5072/2020,M308003,M,308.003,5.072,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.011,AUTO,AZUL,"FRENTE, CAPOT, GUARDABARROS, PARAGOLPE, OPTICAS, CARETA, RADIADOR Y OTROS A CONFIRMAR.",CARS
6711/2020,M307631,M,307.631,6.711,2.020,CHEVROLET,2.020,N2PCELTA 1.4 3,2.010,AUTO,GRIS,GUARDABARRO TRASERO IZQUIERDO PARAGOLPE TRASERO,CARS
5453/2020,M309759,M,309.759,5.453,2.020,FORD,2.020,N4PFIESTA 1.6 1,2.017,AUTO,GRIS,"CAPOT,GUARDABARRO DELANTERO IZQUIERDO, PUERTA DELANTERA IZQUIERDA, PARAGOLPE DELANTERO, PARABRISAS, ?PTICO IZQUIERDO, CAMINERO IZQUIERDO, DEMAS A CORROBORAR",CARS
